order_id,order_datetime,customer_id,item_name,category,quantity,unit_price,total_price,payment_method,order_type
1031,2024-06-28 12:14:00,CUST0089,Biryani,Main Course,1,320.0,320.0,UPI,Dine-in
1032,2024-06-28 20:43:00,CUST0066,Filter Coffee,Beverages,1,60.0,60.0,UPI,Dine-in
1032,2024-06-28 20:43:00,CUST0066,Gulab Jamun,Dessert,1,80.0,80.0,UPI,Dine-in
1032,2024-06-28 20:43:00,CUST0066,Butter Chicken,Main Course,1,280.0,280.0,UPI,Takeaway
1033,2024-08-11 21:07:00,CUST0071,Naan,Bread,1,40.0,40.0,Cash,Delivery
1034,2024-10-02 09:23:00,CUST0017,Gulab Jamun,Dessert,1,80.0,80.0,Card,Dine-in
1035,2024-09-16 13:20:00,CUST0069,Dal Tadka,Main Course,1,160.0,160.0,Cash,Takeaway
1036,2024-12-12 09:39:00,CUST0079,Mango Lassi,Beverages,2,90.0,180.0,UPI,Takeaway
1036,2024-12-12 09:39:00,CUST0079,Filter Coffee,Beverages,1,60.0,60.0,Card,Delivery
1037,2024-08-14 19:32:00,CUST0090,Masala Dosa,Breakfast,1,120.0,120.0,UPI,Delivery
1038,2024-02-17 16:43:00,CUST0073,Biryani,Main Course,1,320.0,320.0,Cash,Dine-in
1039,2024-08-21 21:36:00,CUST0040,Mango Lassi,Beverages,1,90.0,90.0,Cash,Dine-in
1040,2024-02-24 09:11:00,CUST0031,Filter Coffee,Beverages,1,60.0,60.0,Cash,Dine-in
1040,2024-02-24 09:11:00,CUST0031,Samosa,Starter,1,50.0,50.0,UPI,Delivery
1041,2024-10-31 13:39:00,CUST0018,Filter Coffee,Beverages,2,60.0,120.0,Card,Takeaway
1041,2024-10-31 13:39:00,CUST0018,Mango Lassi,Beverages,2,90.0,180.0,Card,Takeaway
1042,2024-05-06 17:49:00,CUST0025,Samosa,Starter,1,50.0,50.0,Cash,Delivery
1042,2024-05-06 17:49:00,CUST0025,Biryani,Main Course,1,320.0,320.0,UPI,Takeaway
1043,2024-02-11 12:24:00,CUST0018,Biryani,Main Course,1,320.0,320.0,UPI,Delivery
1043,2024-02-11 12:24:00,CUST0018,Paneer Tikka,Starter,1,180.0,180.0,Cash,Dine-in
1044,2024-10-26 15:54:00,CUST0080,Naan,Bread,1,40.0,40.0,UPI,Takeaway
1044,2024-10-26 15:54:00,CUST0080,Mango Lassi,Beverages,2,90.0,180.0,UPI,Delivery
1044,2024-10-26 15:54:00,CUST0080,Samosa,Starter,2,50.0,100.0,Card,Delivery
1045,2024-04-22 13:01:00,CUST0093,Mango Lassi,Beverages,2,90.0,180.0,UPI,Dine-in
1046,2024-01-14 15:05:00,CUST0099,Masala Dosa,Breakfast,1,120.0,120.0,UPI,Takeaway
1046,2024-01-14 15:05:00,CUST0099,Samosa,Starter,1,50.0,50.0,UPI,Takeaway
1047,2024-07-13 13:16:00,CUST0029,Samosa,Starter,2,50.0,100.0,Cash,Takeaway
1047,2024-07-13 13:16:00,CUST0029,Butter Chicken,Main Course,1,280.0,280.0,Cash,Delivery
1048,2024-05-06 12:39:00,CUST0001,Masala Dosa,Breakfast,1,120.0,120.0,Cash,Delivery
1049,2024-12-24 13:10:00,CUST0090,Paneer Tikka,Starter,3,180.0,540.0,Cash,Delivery
1049,2024-12-24 13:10:00,CUST0090,Masala Dosa,Breakfast,1,120.0,120.0,UPI,Delivery
1050,2024-07-22 16:04:00,CUST0079,Biryani,Main Course,1,320.0,320.0,UPI,Delivery
1050,2024-07-22 16:04:00,CUST0079,Paneer Tikka,Starter,1,180.0,180.0,Cash,Delivery
1051,2024-09-29 20:04:00,CUST0075,Gulab Jamun,Dessert,2,80.0,160.0,UPI,Dine-in
1051,2024-09-29 20:04:00,CUST0075,Butter Chicken,Main Course,1,280.0,280.0,UPI,Delivery
1052,2024-12-28 12:46:00,CUST0089,Dal Tadka,Main Course,2,160.0,320.0,UPI,Takeaway
1052,2024-12-28 12:46:00,CUST0089,Filter Coffee,Beverages,2,60.0,120.0,Card,Takeaway
1053,2024-02-14 13:15:00,CUST0008,Naan,Bread,1,40.0,40.0,UPI,Takeaway
1053,2024-02-14 13:15:00,CUST0008,Mango Lassi,Beverages,1,90.0,90.0,Cash,Takeaway
1054,2024-05-23 17:35:00,CUST0074,Biryani,Main Course,1,320.0,320.0,Card,Takeaway
1055,2024-05-03 11:28:00,CUST0025,Paneer Tikka,Starter,1,180.0,180.0,Card,Dine-in
1055,2024-05-03 11:28:00,CUST0025,Dal Tadka,Main Course,1,160.0,160.0,Card,Takeaway
1056,2024-06-25 21:35:00,CUST0017,Samosa,Starter,1,50.0,50.0,UPI,Dine-in
1057,2024-06-10 14:48:00,CUST0007,Biryani,Main Course,2,320.0,640.0,UPI,Delivery
1057,2024-06-10 14:48:00,CUST0007,Naan,Bread,1,40.0,40.0,Card,Delivery
1058,2024-04-09 13:11:00,CUST0004,Filter Coffee,Beverages,1,60.0,60.0,Cash,Dine-in
1059,2024-03-05 20:06:00,CUST0023,Naan,Bread,1,40.0,40.0,UPI,Dine-in
1059,2024-03-05 20:06:00,CUST0023,Dal Tadka,Main Course,3,160.0,480.0,UPI,Takeaway
1059,2024-03-05 20:06:00,CUST0023,Samosa,Starter,1,50.0,50.0,Cash,Takeaway
1060,2024-11-18 09:09:00,CUST0019,Dal Tadka,Main Course,3,160.0,480.0,Cash,Delivery
1060,2024-11-18 09:09:00,CUST0019,Paneer Tikka,Starter,2,180.0,360.0,Card,Delivery
1061,2024-09-24 20:19:00,CUST0059,Mango Lassi,Beverages,1,90.0,90.0,Card,Dine-in
1061,2024-09-24 20:19:00,CUST0059,Dal Tadka,Main Course,2,160.0,320.0,Cash,Delivery
1061,2024-09-24 20:19:00,CUST0059,Butter Chicken,Main Course,1,280.0,280.0,Card,Dine-in
1062,2024-10-09 12:26:00,CUST0006,Naan,Bread,1,40.0,40.0,Cash,Dine-in
1063,2024-12-25 15:43:00,CUST0010,Dal Tadka,Main Course,2,160.0,320.0,Card,Delivery
1064,2024-08-05 12:41:00,CUST0056,Dal Tadka,Main Course,2,160.0,320.0,Cash,Dine-in
1065,2024-10-31 10:28:00,CUST0010,Dal Tadka,Main Course,1,160.0,160.0,UPI,Delivery
1066,2024-02-11 20:47:00,CUST0015,Dal Tadka,Main Course,1,160.0,160.0,Cash,Delivery
1067,2024-12-10 15:48:00,CUST0033,Samosa,Starter,1,50.0,50.0,UPI,Dine-in
1067,2024-12-10 15:48:00,CUST0033,Filter Coffee,Beverages,3,60.0,180.0,UPI,Delivery
1068,2024-08-28 13:20:00,CUST0042,Masala Dosa,Breakfast,1,120.0,120.0,UPI,Takeaway
1068,2024-08-28 13:20:00,CUST0042,Gulab Jamun,Dessert,1,80.0,80.0,UPI,Delivery
1069,2024-06-10 12:49:00,CUST0003,Filter Coffee,Beverages,2,60.0,120.0,Cash,Delivery
1070,2024-07-30 14:23:00,CUST0090,Samosa,Starter,2,50.0,100.0,Cash,Takeaway
1070,2024-07-30 14:23:00,CUST0090,Naan,Bread,1,40.0,40.0,UPI,Takeaway
1071,2024-03-03 14:38:00,CUST0093,Masala Dosa,Breakfast,1,120.0,120.0,Card,Takeaway
1071,2024-03-03 14:38:00,CUST0093,Dal Tadka,Main Course,1,160.0,160.0,Cash,Takeaway
1072,2024-09-12 17:32:00,CUST0050,Mango Lassi,Beverages,3,90.0,270.0,Cash,Takeaway
1072,2024-09-12 17:32:00,CUST0050,Samosa,Starter,1,50.0,50.0,UPI,Dine-in
1073,2024-03-10 17:49:00,CUST0096,Mango Lassi,Beverages,2,90.0,180.0,Card,Takeaway
1073,2024-03-10 17:49:00,CUST0096,Gulab Jamun,Dessert,2,80.0,160.0,UPI,Delivery
1074,2024-10-23 18:55:00,CUST0019,Filter Coffee,Beverages,1,60.0,60.0,UPI,Delivery
1075,2024-08-21 16:44:00,CUST0079,Mango Lassi,Beverages,1,90.0,90.0,UPI,Dine-in
1076,2024-12-27 18:24:00,CUST0016,Masala Dosa,Breakfast,1,120.0,120.0,Card,Takeaway
1076,2024-12-27 18:24:00,CUST0016,Samosa,Starter,2,50.0,100.0,UPI,Dine-in
1076,2024-12-27 18:24:00,CUST0016,Butter Chicken,Main Course,1,280.0,280.0,UPI,Dine-in
1077,2024-12-01 15:30:00,CUST0083,Dal Tadka,Main Course,1,160.0,160.0,UPI,Delivery
1077,2024-12-01 15:30:00,CUST0083,Gulab Jamun,Dessert,1,80.0,80.0,UPI,Delivery
1078,2024-06-11 20:55:00,CUST0079,Naan,Bread,1,40.0,40.0,Card,Takeaway
1078,2024-06-11 20:55:00,CUST0079,Paneer Tikka,Starter,3,180.0,540.0,Card,Dine-in
1079,2024-11-20 08:28:00,CUST0004,Dal Tadka,Main Course,2,160.0,320.0,Cash,Takeaway
1080,2024-07-02 19:15:00,CUST0068,Naan,Bread,1,40.0,40.0,Cash,Delivery
1080,2024-07-02 19:15:00,CUST0068,Masala Dosa,Breakfast,2,120.0,240.0,Card,Delivery
1081,2024-10-25 13:40:00,CUST0030,Dal Tadka,Main Course,1,160.0,160.0,UPI,Takeaway
1082,2024-02-07 20:37:00,CUST0051,Mango Lassi,Beverages,1,90.0,90.0,UPI,Takeaway
1083,2024-09-04 13:36:00,CUST0013,Dal Tadka,Main Course,3,160.0,480.0,UPI,Dine-in
1084,2024-05-20 14:49:00,CUST0081,Butter Chicken,Main Course,2,280.0,560.0,UPI,Dine-in
1084,2024-05-20 14:49:00,CUST0081,Samosa,Starter,1,50.0,50.0,UPI,Dine-in
1085,2024-12-13 09:40:00,CUST0063,Butter Chicken,Main Course,1,280.0,280.0,UPI,Dine-in
1086,2024-03-08 13:20:00,CUST0024,Masala Dosa,Breakfast,1,120.0,120.0,Card,Takeaway
1086,2024-03-08 13:20:00,CUST0024,Biryani,Main Course,1,320.0,320.0,UPI,Dine-in
1087,2024-09-03 17:47:00,CUST0027,Paneer Tikka,Starter,1,180.0,180.0,Cash,Delivery
1087,2024-09-03 17:47:00,CUST0027,Samosa,Starter,2,50.0,100.0,UPI,Delivery
1087,2024-09-03 17:47:00,CUST0027,Naan,Bread,1,40.0,40.0,UPI,Dine-in
1088,2024-08-20 21:43:00,CUST0004,Mango Lassi,Beverages,2,90.0,180.0,UPI,Dine-in
1089,2024-01-13 21:20:00,CUST0091,Biryani,Main Course,2,320.0,640.0,UPI,Delivery
1089,2024-01-13 21:20:00,CUST0091,Paneer Tikka,Starter,1,180.0,180.0,Cash,Dine-in
1089,2024-01-13 21:20:00,CUST0091,Samosa,Starter,2,50.0,100.0,UPI,Takeaway
1090,2024-10-02 13:23:00,CUST0008,Filter Coffee,Beverages,1,60.0,60.0,Card,Dine-in
1090,2024-10-02 13:23:00,CUST0008,Mango Lassi,Beverages,2,90.0,180.0,Card,Dine-in
1091,2024-05-23 13:13:00,CUST0083,Biryani,Main Course,2,320.0,640.0,Cash,Delivery
1092,2024-11-26 20:17:00,CUST0029,Paneer Tikka,Starter,2,180.0,360.0,UPI,Dine-in
1093,2024-01-26 09:08:00,CUST0033,Biryani,Main Course,2,320.0,640.0,Card,Dine-in
1093,2024-01-26 09:08:00,CUST0033,Paneer Tikka,Starter,1,180.0,180.0,Cash,Takeaway
1094,2024-05-21 16:08:00,CUST0031,Masala Dosa,Breakfast,1,120.0,120.0,Cash,Dine-in
1094,2024-05-21 16:08:00,CUST0031,Paneer Tikka,Starter,1,180.0,180.0,Cash,Delivery
1095,2024-05-15 14:26:00,CUST0006,Paneer Tikka,Starter,1,180.0,180.0,UPI,Delivery
1095,2024-05-15 14:26:00,CUST0006,Samosa,Starter,1,50.0,50.0,UPI,Delivery
1096,2024-01-23 10:29:00,CUST0020,Butter Chicken,Main Course,3,280.0,840.0,UPI,Takeaway
1096,2024-01-23 10:29:00,CUST0020,Naan,Bread,1,40.0,40.0,UPI,Delivery
1097,2024-02-11 12:04:00,CUST0040,Naan,Bread,1,40.0,40.0,Card,Delivery
1098,2024-09-28 14:38:00,CUST0020,Paneer Tikka,Starter,2,180.0,360.0,Card,Delivery
1099,2024-08-08 19:26:00,CUST0058,Samosa,Starter,1,50.0,50.0,Card,Dine-in
1100,2024-12-06 12:43:00,CUST0011,Paneer Tikka,Starter,1,180.0,180.0,Cash,Delivery
1100,2024-12-06 12:43:00,CUST0011,Naan,Bread,2,40.0,80.0,Cash,Delivery
1100,2024-12-06 12:43:00,CUST0011,Filter Coffee,Beverages,1,60.0,60.0,Card,Delivery
1101,2024-07-29 21:48:00,CUST0004,Butter Chicken,Main Course,3,280.0,840.0,Card,Takeaway
1102,2024-09-16 14:30:00,CUST0019,Paneer Tikka,Starter,1,180.0,180.0,Card,Takeaway
1103,2024-10-20 13:54:00,CUST0009,Naan,Bread,1,40.0,40.0,Card,Delivery
1103,2024-10-20 13:54:00,CUST0009,Filter Coffee,Beverages,1,60.0,60.0,Cash,Takeaway
1104,2024-06-22 19:55:00,CUST0070,Mango Lassi,Beverages,1,90.0,90.0,Card,Delivery
1105,2024-09-28 13:29:00,CUST0042,Gulab Jamun,Dessert,1,80.0,80.0,UPI,Delivery
1106,2024-01-27 14:03:00,CUST0029,Dal Tadka,Main Course,1,160.0,160.0,UPI,Delivery
1106,2024-01-27 14:03:00,CUST0029,Samosa,Starter,1,50.0,50.0,UPI,Dine-in
1107,2024-06-25 20:43:00,CUST0045,Samosa,Starter,1,50.0,50.0,Cash,Dine-in
1107,2024-06-25 20:43:00,CUST0045,Filter Coffee,Beverages,1,60.0,60.0,Card,Dine-in
1108,2024-04-18 10:18:00,CUST0010,Butter Chicken,Main Course,1,280.0,280.0,UPI,Dine-in
1109,2024-12-26 14:53:00,CUST0018,Gulab Jamun,Dessert,1,80.0,80.0,Card,Dine-in
1109,2024-12-26 14:53:00,CUST0018,Paneer Tikka,Starter,1,180.0,180.0,UPI,Dine-in
1110,2024-10-20 21:26:00,CUST0085,Mango Lassi,Beverages,1,90.0,90.0,UPI,Dine-in
1111,2024-12-19 15:27:00,CUST0089,Biryani,Main Course,1,320.0,320.0,Card,Dine-in
1111,2024-12-19 15:27:00,CUST0089,Mango Lassi,Beverages,1,90.0,90.0,UPI,Delivery
1112,2024-03-27 14:07:00,CUST0011,Biryani,Main Course,1,320.0,320.0,Card,Dine-in
1112,2024-03-27 14:07:00,CUST0011,Gulab Jamun,Dessert,1,80.0,80.0,Cash,Takeaway
1113,2024-03-19 08:11:00,CUST0020,Samosa,Starter,1,50.0,50.0,Card,Delivery
1113,2024-03-19 08:11:00,CUST0020,Naan,Bread,1,40.0,40.0,Card,Takeaway
1113,2024-03-19 08:11:00,CUST0020,Filter Coffee,Beverages,2,60.0,120.0,Card,Takeaway
1114,2024-08-28 20:50:00,CUST0003,Butter Chicken,Main Course,1,280.0,280.0,Cash,Takeaway
1115,2024-01-30 20:04:00,CUST0002,Paneer Tikka,Starter,1,180.0,180.0,Card,Delivery
1115,2024-01-30 20:04:00,CUST0002,Filter Coffee,Beverages,3,60.0,180.0,Card,Dine-in
1116,2024-10-19 10:38:00,CUST0026,Masala Dosa,Breakfast,3,120.0,360.0,UPI,Dine-in
1117,2024-12-31 14:11:00,CUST0074,Samosa,Starter,3,50.0,150.0,Card,Delivery
1118,2024-07-09 18:26:00,CUST0077,Naan,Bread,2,40.0,80.0,Card,Takeaway
1118,2024-07-09 18:26:00,CUST0077,Butter Chicken,Main Course,1,280.0,280.0,Cash,Delivery
1119,2024-05-09 09:21:00,CUST0067,Masala Dosa,Breakfast,2,120.0,240.0,UPI,Delivery
1120,2024-03-07 19:19:00,CUST0081,Gulab Jamun,Dessert,1,80.0,80.0,Card,Delivery
1120,2024-03-07 19:19:00,CUST0081,Masala Dosa,Breakfast,2,120.0,240.0,Cash,Delivery
1121,2024-07-04 13:11:00,CUST0096,Gulab Jamun,Dessert,1,80.0,80.0,Cash,Dine-in
1121,2024-07-04 13:11:00,CUST0096,Samosa,Starter,1,50.0,50.0,Cash,Delivery
1121,2024-07-04 13:11:00,CUST0096,Biryani,Main Course,2,320.0,640.0,Card,Delivery
1122,2024-11-12 13:09:00,CUST0011,Naan,Bread,2,40.0,80.0,Cash,Delivery
1123,2024-07-05 09:28:00,CUST0014,Samosa,Starter,1,50.0,50.0,UPI,Takeaway
1123,2024-07-05 09:28:00,CUST0014,Biryani,Main Course,2,320.0,640.0,Cash,Takeaway
1124,2024-08-24 11:32:00,CUST0087,Masala Dosa,Breakfast,2,120.0,240.0,Cash,Takeaway
1124,2024-08-24 11:32:00,CUST0087,Biryani,Main Course,1,320.0,320.0,UPI,Takeaway
1125,2024-12-30 15:18:00,CUST0004,Masala Dosa,Breakfast,1,120.0,120.0,Card,Dine-in
1126,2024-04-23 17:59:00,CUST0042,Butter Chicken,Main Course,1,280.0,280.0,UPI,Dine-in
1127,2024-07-10 13:59:00,CUST0003,Gulab Jamun,Dessert,2,80.0,160.0,Cash,Dine-in
1128,2024-08-29 09:48:00,CUST0027,Samosa,Starter,2,50.0,100.0,Cash,Takeaway
1128,2024-08-29 09:48:00,CUST0027,Butter Chicken,Main Course,1,280.0,280.0,Cash,Delivery
1129,2024-08-04 13:15:00,CUST0098,Butter Chicken,Main Course,1,280.0,280.0,Card,Delivery
1130,2024-09-12 19:40:00,CUST0004,Biryani,Main Course,1,320.0,320.0,Cash,Delivery
1130,2024-09-12 19:40:00,CUST0004,Masala Dosa,Breakfast,1,120.0,120.0,Card,Takeaway
1131,2024-02-13 20:04:00,CUST0022,Filter Coffee,Beverages,1,60.0,60.0,UPI,Dine-in
1131,2024-02-13 20:04:00,CUST0022,Naan,Bread,1,40.0,40.0,UPI,Takeaway
1131,2024-02-13 20:04:00,CUST0022,Butter Chicken,Main Course,2,280.0,560.0,UPI,Dine-in
1132,2024-12-02 21:47:00,CUST0024,Masala Dosa,Breakfast,1,120.0,120.0,UPI,Delivery
1132,2024-12-02 21:47:00,CUST0024,Butter Chicken,Main Course,1,280.0,280.0,Card,Takeaway
1133,2024-11-19 12:04:00,CUST0092,Samosa,Starter,1,50.0,50.0,Cash,Dine-in
1133,2024-11-19 12:04:00,CUST0092,Butter Chicken,Main Course,2,280.0,560.0,UPI,Takeaway
1134,2024-10-05 19:48:00,CUST0027,Dal Tadka,Main Course,2,160.0,320.0,Cash,Delivery
1134,2024-10-05 19:48:00,CUST0027,Gulab Jamun,Dessert,1,80.0,80.0,Cash,Takeaway
1135,2024-08-13 18:21:00,CUST0013,Samosa,Starter,2,50.0,100.0,Card,Takeaway
1135,2024-08-13 18:21:00,CUST0013,Naan,Bread,2,40.0,80.0,Card,Takeaway
1135,2024-08-13 18:21:00,CUST0013,Gulab Jamun,Dessert,1,80.0,80.0,Card,Dine-in
1136,2024-02-22 14:18:00,CUST0011,Naan,Bread,2,40.0,80.0,Cash,Delivery
1137,2024-01-22 10:39:00,CUST0015,Dal Tadka,Main Course,1,160.0,160.0,UPI,Takeaway
1137,2024-01-22 10:39:00,CUST0015,Butter Chicken,Main Course,1,280.0,280.0,Card,Delivery
1137,2024-01-22 10:39:00,CUST0015,Paneer Tikka,Starter,1,180.0,180.0,Cash,Dine-in
1138,2024-01-18 12:49:00,CUST0087,Gulab Jamun,Dessert,2,80.0,160.0,Cash,Delivery
1138,2024-01-18 12:49:00,CUST0087,Mango Lassi,Beverages,1,90.0,90.0,UPI,Takeaway
1139,2024-02-09 21:23:00,CUST0025,Dal Tadka,Main Course,1,160.0,160.0,Cash,Dine-in
1140,2024-09-22 21:07:00,CUST0094,Dal Tadka,Main Course,2,160.0,320.0,Cash,Delivery
1141,2024-09-08 12:54:00,CUST0030,Masala Dosa,Breakfast,2,120.0,240.0,UPI,Dine-in
1142,2024-12-07 12:35:00,CUST0071,Dal Tadka,Main Course,2,160.0,320.0,Card,Delivery
1142,2024-12-07 12:35:00,CUST0071,Masala Dosa,Breakfast,1,120.0,120.0,UPI,Delivery
1143,2024-03-12 13:01:00,CUST0007,Naan,Bread,1,40.0,40.0,Card,Dine-in
1144,2024-02-03 14:46:00,CUST0042,Mango Lassi,Beverages,2,90.0,180.0,Card,Dine-in
1145,2024-11-24 13:43:00,CUST0011,Masala Dosa,Breakfast,1,120.0,120.0,Cash,Dine-in
1145,2024-11-24 13:43:00,CUST0011,Filter Coffee,Beverages,1,60.0,60.0,Cash,Dine-in
1146,2024-03-25 14:14:00,CUST0010,Filter Coffee,Beverages,2,60.0,120.0,Cash,Takeaway
1147,2024-05-20 13:39:00,CUST0018,Filter Coffee,Beverages,1,60.0,60.0,Card,Dine-in
1147,2024-05-20 13:39:00,CUST0018,Masala Dosa,Breakfast,1,120.0,120.0,Card,Delivery
1148,2024-10-15 12:05:00,CUST0074,Naan,Bread,1,40.0,40.0,Cash,Delivery
1149,2024-01-16 21:34:00,CUST0021,Dal Tadka,Main Course,1,160.0,160.0,Card,Takeaway
1150,2024-12-18 13:26:00,CUST0003,Biryani,Main Course,1,320.0,320.0,Cash,Takeaway
1151,2024-06-25 16:48:00,CUST0071,Filter Coffee,Beverages,1,60.0,60.0,Cash,Takeaway
1152,2024-05-06 12:18:00,CUST0015,Naan,Bread,3,40.0,120.0,Cash,Takeaway
1152,2024-05-06 12:18:00,CUST0015,Mango Lassi,Beverages,2,90.0,180.0,Card,Takeaway
1152,2024-05-06 12:18:00,CUST0015,Biryani,Main Course,1,320.0,320.0,Cash,Takeaway
1153,2024-09-12 18:01:00,CUST0090,Mango Lassi,Beverages,1,90.0,90.0,Cash,Dine-in
1154,2024-01-26 14:56:00,CUST0002,Samosa,Starter,1,50.0,50.0,Cash,Takeaway
1154,2024-01-26 14:56:00,CUST0002,Dal Tadka,Main Course,1,160.0,160.0,UPI,Delivery
1155,2024-07-06 12:36:00,CUST0013,Gulab Jamun,Dessert,1,80.0,80.0,UPI,Delivery
1155,2024-07-06 12:36:00,CUST0013,Filter Coffee,Beverages,1,60.0,60.0,Card,Takeaway
1156,2024-03-06 18:23:00,CUST0046,Gulab Jamun,Dessert,2,80.0,160.0,Cash,Dine-in
1156,2024-03-06 18:23:00,CUST0046,Filter Coffee,Beverages,1,60.0,60.0,UPI,Delivery
1157,2024-03-11 11:33:00,CUST0002,Naan,Bread,2,40.0,80.0,Cash,Takeaway
